customer_no,customer_id,Recency,Frequency,Monetary,Recency_score,Frequency_score,Monetary_score,RFM_SCORE,Segment,Is_Loyal
2056,M10393,42,2,88.41,5,2,3,523,potential_loyalists,Loyal
2057,M10394,42,1,56.18,5,1,2,512,new_customers,Not Loyal
2058,M10395,42,1,43.6,5,1,2,512,new_customers,Not Loyal
2059,M10396,42,1,83.66,5,1,3,513,new_customers,Not Loyal
2060,M10397,42,1,87.24,5,1,3,513,new_customers,Not Loyal
2061,M10398,42,1,81.99,5,1,3,513,new_customers,Not Loyal
2062,M10399,42,1,59.93,5,1,2,512,new_customers,Not Loyal
2063,M10400,42,2,81.93,5,2,3,523,potential_loyalists,Loyal
2064,M10401,42,1,73.8,5,1,3,513,new_customers,Not Loyal
2065,M10402,43,1,12.46,5,1,1,511,new_customers,Not Loyal
2066,M10403,43,1,41.1,5,1,2,512,new_customers,Not Loyal
2067,M10404,43,1,88.29,5,1,3,513,new_customers,Not Loyal
2068,M10405,43,1,38.79,5,1,2,512,new_customers,Not Loyal
2069,M10406,43,1,14.47,5,1,1,511,new_customers,Not Loyal
2070,M10407,43,1,60.94,5,1,3,513,new_customers,Not Loyal
2071,M10408,43,1,40.1,5,1,2,512,new_customers,Not Loyal
2072,M10409,43,1,39.38,5,1,2,512,new_customers,Not Loyal
2073,M10410,43,1,92.52,5,1,3,513,new_customers,Not Loyal
2074,M10411,44,1,43.84,5,1,2,512,new_customers,Not Loyal
2075,M10412,44,1,74.24,5,1,3,513,new_customers,Not Loyal
2076,M10413,44,1,37.72,5,1,2,512,new_customers,Not Loyal
2077,M10414,44,1,107.37,5,1,4,514,new_customers,Not Loyal
2078,M10415,44,1,43.41,5,1,2,512,new_customers,Not Loyal
2079,M10416,44,2,127.17,5,2,4,524,potential_loyalists,Loyal
2080,M10417,44,1,48.29,5,1,2,512,new_customers,Not Loyal
2081,M10418,44,1,73.6,5,1,3,513,new_customers,Not Loyal
2082,M10419,44,1,10.41,5,1,1,511,new_customers,Not Loyal
2083,M10420,44,1,39.2,5,1,2,512,new_customers,Not Loyal
2084,M10421,44,1,50.91,5,1,2,512,new_customers,Not Loyal
2085,M10422,44,1,57.98,5,1,2,512,new_customers,Not Loyal
2086,M10423,44,1,46.14,5,1,2,512,new_customers,Not Loyal
2087,M10424,44,1,20.45,5,1,1,511,new_customers,Not Loyal
2088,M10425,44,2,89.65,5,2,3,523,potential_loyalists,Loyal
2089,M10426,45,1,41.78,5,1,2,512,new_customers,Not Loyal
2090,M10427,45,1,37.27,5,1,2,512,new_customers,Not Loyal
2091,M10428,45,1,86.41,5,1,3,513,new_customers,Not Loyal
2092,M10429,45,1,41.05,5,1,2,512,new_customers,Not Loyal
2093,M10430,45,1,30.55,5,1,2,512,new_customers,Not Loyal
2094,M10431,45,1,38.19,5,1,2,512,new_customers,Not Loyal
2095,M10432,45,2,88.94,5,2,3,523,potential_loyalists,Loyal
2096,M10433,45,2,115.13,5,2,4,524,potential_loyalists,Loyal
2097,M10434,45,1,87.22,5,1,3,513,new_customers,Not Loyal
2098,M10435,45,1,94.3,5,1,3,513,new_customers,Not Loyal
2099,M10436,45,1,59.01,5,1,2,512,new_customers,Not Loyal
2100,M10437,45,1,37.54,5,1,2,512,new_customers,Not Loyal
2101,M10438,45,1,15.57,5,1,1,511,new_customers,Not Loyal
2102,M10439,45,1,42.01,5,1,2,512,new_customers,Not Loyal
2103,M10440,46,1,40.94,5,1,2,512,new_customers,Not Loyal
2104,M10441,46,1,11.44,5,1,1,511,new_customers,Not Loyal
2105,M10442,46,2,94.21,5,2,3,523,potential_loyalists,Loyal
2106,M10443,46,1,21.24,5,1,1,511,new_customers,Not Loyal
2107,M10444,46,1,123.36,5,1,4,514,new_customers,Not Loyal
2108,M10445,46,1,37.65,5,1,2,512,new_customers,Not Loyal
2109,M10446,46,1,39.06,5,1,2,512,new_customers,Not Loyal
2110,M10447,46,1,68.2,5,1,3,513,new_customers,Not Loyal
2111,M10448,46,1,26.36,5,1,1,511,new_customers,Not Loyal
2112,M10449,46,2,108.45,5,2,4,524,potential_loyalists,Loyal
2113,M10450,46,1,38.58,5,1,2,512,new_customers,Not Loyal
2114,M10451,46,1,37.78,5,1,2,512,new_customers,Not Loyal
2115,M10452,46,2,92.41,5,2,3,523,potential_loyalists,Loyal
2116,M10453,46,1,35.14,5,1,2,512,new_customers,Not Loyal
2117,M10454,46,1,40.13,5,1,2,512,new_customers,Not Loyal
2118,M10455,46,1,85.28,5,1,3,513,new_customers,Not Loyal
2119,M10456,47,3,163.42,5,3,5,535,potential_loyalists,Loyal
2120,M10457,47,1,100.27,5,1,4,514,new_customers,Not Loyal
2121,M10458,47,1,39.93,5,1,2,512,new_customers,Not Loyal
2122,M10459,47,1,33.85,5,1,2,512,new_customers,Not Loyal
2123,M10460,47,2,104.46,5,2,4,524,potential_loyalists,Loyal
2124,M10461,47,1,33.86,5,1,2,512,new_customers,Not Loyal
2125,M10462,47,1,67.67,5,1,3,513,new_customers,Not Loyal
2126,M10463,47,1,20.85,5,1,1,511,new_customers,Not Loyal
2127,M10464,47,1,38.99,5,1,2,512,new_customers,Not Loyal
2128,M10465,47,1,40.53,5,1,2,512,new_customers,Not Loyal
2129,M10466,47,1,78.44,5,1,3,513,new_customers,Not Loyal
2130,M10467,47,1,13.3,5,1,1,511,new_customers,Not Loyal
2131,M10468,47,1,53.22,5,1,2,512,new_customers,Not Loyal
2132,M10469,47,1,70.93,5,1,3,513,new_customers,Not Loyal
2133,M10470,47,2,41,5,2,2,522,potential_loyalists,Loyal
2134,M10471,47,1,36.3,5,1,2,512,new_customers,Not Loyal
2135,M10472,47,1,42,5,1,2,512,new_customers,Not Loyal
2136,M10473,47,1,39.45,5,1,2,512,new_customers,Not Loyal
2137,M10474,47,1,40.4,5,1,2,512,new_customers,Not Loyal
2138,M10475,48,1,29.89,5,1,1,511,new_customers,Not Loyal
2139,M10476,48,1,78.01,5,1,3,513,new_customers,Not Loyal
2140,M10477,48,2,80.52,5,2,3,523,potential_loyalists,Loyal
2141,M10478,48,1,39.49,5,1,2,512,new_customers,Not Loyal
2142,M10479,48,1,53.22,5,1,2,512,new_customers,Not Loyal
2143,M10480,48,1,46.95,5,1,2,512,new_customers,Not Loyal
2144,M10481,48,1,25.9,5,1,1,511,new_customers,Not Loyal
2145,M10482,48,1,50.91,5,1,2,512,new_customers,Not Loyal
2146,M10483,48,2,92.08,5,2,3,523,potential_loyalists,Loyal
2147,M10484,48,1,41.08,5,1,2,512,new_customers,Not Loyal
2148,M10485,48,1,37.84,5,1,2,512,new_customers,Not Loyal
2149,M10486,48,1,55.12,5,1,2,512,new_customers,Not Loyal
2150,M10487,48,1,55.57,5,1,2,512,new_customers,Not Loyal
2151,M10488,49,1,41.19,5,1,2,512,new_customers,Not Loyal
2152,M10489,49,1,80.81,5,1,3,513,new_customers,Not Loyal
2153,M10490,49,1,30.09,5,1,2,512,new_customers,Not Loyal
2154,M10491,49,1,48.01,5,1,2,512,new_customers,Not Loyal
2155,M10492,49,1,62.85,5,1,3,513,new_customers,Not Loyal
2156,M10493,49,1,67.28,5,1,3,513,new_customers,Not Loyal
2157,M10494,49,1,38.15,5,1,2,512,new_customers,Not Loyal
2158,M10495,49,1,38.53,5,1,2,512,new_customers,Not Loyal
2159,M10496,49,1,55.47,5,1,2,512,new_customers,Not Loyal
2160,M10497,49,1,43.2,5,1,2,512,new_customers,Not Loyal
2161,M10498,50,1,41.94,5,1,2,512,new_customers,Not Loyal
2162,M10499,50,1,34.22,5,1,2,512,new_customers,Not Loyal
2163,M10500,50,1,45.73,5,1,2,512,new_customers,Not Loyal
2164,M10501,50,1,47.62,5,1,2,512,new_customers,Not Loyal
2165,M10502,50,1,62.99,5,1,3,513,new_customers,Not Loyal
2166,M10503,50,1,55.9,5,1,2,512,new_customers,Not Loyal
2167,M10504,50,2,80.65,5,2,3,523,potential_loyalists,Loyal
2168,M10505,50,1,38.51,5,1,2,512,new_customers,Not Loyal
2169,M10506,50,1,57.58,5,1,2,512,new_customers,Not Loyal
2170,M10507,51,1,56,5,1,2,512,new_customers,Not Loyal
2171,M10508,51,1,37.39,5,1,2,512,new_customers,Not Loyal
2172,M10509,51,2,83.11,5,2,3,523,potential_loyalists,Loyal
2173,M10510,51,1,41.79,5,1,2,512,new_customers,Not Loyal
2174,M10511,51,1,122.94,5,1,4,514,new_customers,Not Loyal
2175,M10512,51,1,35.62,5,1,2,512,new_customers,Not Loyal
2176,M10513,51,1,39.97,5,1,2,512,new_customers,Not Loyal
2177,M10514,52,1,26.58,5,1,1,511,new_customers,Not Loyal
2178,M10515,52,1,15.93,5,1,1,511,new_customers,Not Loyal
2179,M10516,52,1,18.39,5,1,1,511,new_customers,Not Loyal
2180,M10517,52,1,42.03,5,1,2,512,new_customers,Not Loyal
2181,M10518,52,1,56.57,5,1,2,512,new_customers,Not Loyal
2182,M10519,52,1,37.41,5,1,2,512,new_customers,Not Loyal
2183,M10520,52,1,42.26,5,1,2,512,new_customers,Not Loyal
2184,M10521,52,2,97.92,5,2,3,523,potential_loyalists,Loyal
2185,M10522,52,1,39.17,5,1,2,512,new_customers,Not Loyal
2186,M10523,52,1,137.56,5,1,4,514,new_customers,Not Loyal
2187,M10524,52,1,45.74,5,1,2,512,new_customers,Not Loyal
2188,M10525,52,1,20.31,5,1,1,511,new_customers,Not Loyal
2189,M10526,53,1,68.98,5,1,3,513,new_customers,Not Loyal
2190,M10527,53,1,126.94,5,1,4,514,new_customers,Not Loyal
2191,M10528,53,1,27.3,5,1,1,511,new_customers,Not Loyal
2192,M10529,53,1,28.26,5,1,1,511,new_customers,Not Loyal
2193,M10530,53,1,47.1,5,1,2,512,new_customers,Not Loyal
2194,M10531,53,1,15.17,5,1,1,511,new_customers,Not Loyal
2195,M10532,53,1,38.24,5,1,2,512,new_customers,Not Loyal
2196,M10533,53,1,62.89,5,1,3,513,new_customers,Not Loyal
2197,M10534,54,1,96.53,5,1,3,513,new_customers,Not Loyal
2198,M10535,54,1,38.6,5,1,2,512,new_customers,Not Loyal
2199,M10536,54,1,112.91,5,1,4,514,new_customers,Not Loyal
2200,M10537,54,1,44.09,5,1,2,512,new_customers,Not Loyal
2201,M10538,54,5,233.02,5,5,5,555,champions,Loyal
2202,M10539,54,1,29.62,5,1,1,511,new_customers,Not Loyal
2203,M10540,54,2,172.31,5,2,5,525,potential_loyalists,Loyal
2204,M10541,54,3,178.44,5,3,5,535,potential_loyalists,Loyal
2205,M10542,54,4,348.03,5,4,5,545,champions,Loyal
2206,M10543,54,3,195.22,5,3,5,535,potential_loyalists,Loyal
2207,M10544,54,1,36.65,5,1,2,512,new_customers,Not Loyal
2208,M10545,54,1,59.46,5,1,2,512,new_customers,Not Loyal
2209,M10546,55,1,38.66,5,1,2,512,new_customers,Not Loyal
2210,M10547,55,1,49.81,5,1,2,512,new_customers,Not Loyal
2211,M10548,55,1,47.06,5,1,2,512,new_customers,Not Loyal
2212,M10549,55,1,62.56,5,1,3,513,new_customers,Not Loyal
2213,M10550,55,1,13.3,5,1,1,511,new_customers,Not Loyal
2214,M10551,55,2,123.88,5,2,4,524,potential_loyalists,Loyal
2215,M10552,55,1,44.55,5,1,2,512,new_customers,Not Loyal
2216,M10553,55,1,49.12,5,1,2,512,new_customers,Not Loyal
2217,M10554,55,2,121.98,5,2,4,524,potential_loyalists,Loyal
2218,M10555,55,1,37.84,5,1,2,512,new_customers,Not Loyal
2219,M10556,56,1,32.22,5,1,2,512,new_customers,Not Loyal
2220,M10557,56,1,76.95,5,1,3,513,new_customers,Not Loyal
2221,M10558,56,1,34.79,5,1,2,512,new_customers,Not Loyal
2222,M10559,56,1,41.09,5,1,2,512,new_customers,Not Loyal
2223,M10560,56,1,96.46,5,1,3,513,new_customers,Not Loyal
2224,M10561,56,1,110,5,1,4,514,new_customers,Not Loyal
2225,M10562,57,1,70.53,5,1,3,513,new_customers,Not Loyal
2226,M10563,57,1,38.29,5,1,2,512,new_customers,Not Loyal
2227,M10564,57,2,82.74,5,2,3,523,potential_loyalists,Loyal
2228,M10565,57,1,72.27,5,1,3,513,new_customers,Not Loyal
2229,M10566,57,1,14.24,5,1,1,511,new_customers,Not Loyal
2230,M10567,57,1,41.45,5,1,2,512,new_customers,Not Loyal
2231,M10568,57,1,23.79,5,1,1,511,new_customers,Not Loyal
2232,M10569,58,1,12.37,5,1,1,511,new_customers,Not Loyal
2233,M10570,58,2,85.54,5,2,3,523,potential_loyalists,Loyal
2234,M10571,58,1,62.22,5,1,3,513,new_customers,Not Loyal
2235,M10572,58,1,65.21,5,1,3,513,new_customers,Not Loyal
2236,M10573,59,2,258.34,5,2,5,525,potential_loyalists,Loyal
2237,M10574,59,1,12.36,5,1,1,511,new_customers,Not Loyal
2238,M10575,59,1,26.38,5,1,1,511,new_customers,Not Loyal
2239,M10576,59,3,440.8,5,3,5,535,potential_loyalists,Loyal
2240,M10577,60,1,21.69,5,1,1,511,new_customers,Not Loyal
2241,M10578,60,1,37.82,5,1,2,512,new_customers,Not Loyal
2242,M10579,60,1,42.03,5,1,2,512,new_customers,Not Loyal
2243,M10580,60,1,41.61,5,1,2,512,new_customers,Not Loyal
2244,M10581,60,1,33.38,5,1,2,512,new_customers,Not Loyal
2245,M10582,60,2,86.8,5,2,3,523,potential_loyalists,Loyal
2246,M10583,61,1,43.71,5,1,2,512,new_customers,Not Loyal
2247,M10584,61,1,65.85,5,1,3,513,new_customers,Not Loyal
2248,M10585,61,1,47.06,5,1,2,512,new_customers,Not Loyal
2249,M10586,61,1,46.23,5,1,2,512,new_customers,Not Loyal
2250,M10587,61,1,10.78,5,1,1,511,new_customers,Not Loyal
2251,M10588,61,1,39.2,5,1,2,512,new_customers,Not Loyal
2252,M10589,61,1,67.23,5,1,3,513,new_customers,Not Loyal
2253,M10590,61,1,50.43,5,1,2,512,new_customers,Not Loyal
2254,M10591,61,1,29.18,5,1,1,511,new_customers,Not Loyal
2255,M10592,61,1,47.15,5,1,2,512,new_customers,Not Loyal
2256,M10593,61,1,94.56,5,1,3,513,new_customers,Not Loyal
2257,M10594,61,1,30.95,5,1,2,512,new_customers,Not Loyal
2258,M10595,61,1,46.23,5,1,2,512,new_customers,Not Loyal
2259,M10596,61,1,63.69,5,1,3,513,new_customers,Not Loyal
2260,M10597,61,1,37.4,5,1,2,512,new_customers,Not Loyal
2261,M10598,62,1,38.59,5,1,2,512,new_customers,Not Loyal
2262,M10599,62,1,88.26,5,1,3,513,new_customers,Not Loyal
2263,M10600,62,1,109.37,5,1,4,514,new_customers,Not Loyal
2264,M10601,62,1,72.28,5,1,3,513,new_customers,Not Loyal
2265,M10602,62,1,55.48,5,1,2,512,new_customers,Not Loyal
2266,M10603,62,1,57.99,5,1,2,512,new_customers,Not Loyal
2267,M10604,62,1,70.04,5,1,3,513,new_customers,Not Loyal
2268,M10605,63,1,30.12,5,1,2,512,new_customers,Not Loyal
2269,M10606,63,1,63.9,5,1,3,513,new_customers,Not Loyal
2270,M10607,63,2,95.81,5,2,3,523,potential_loyalists,Loyal
2271,M10608,63,1,37.78,5,1,2,512,new_customers,Not Loyal
2272,M10609,63,1,59.28,5,1,2,512,new_customers,Not Loyal
2273,M10610,63,2,120.77,5,2,4,524,potential_loyalists,Loyal
2274,M10611,63,1,28.23,5,1,1,511,new_customers,Not Loyal
2275,M10612,63,2,81.13,5,2,3,523,potential_loyalists,Loyal
2276,M10613,63,1,81.63,5,1,3,513,new_customers,Not Loyal
2277,M10614,64,1,81.7,5,1,3,513,new_customers,Not Loyal
2278,M10615,64,1,100.72,5,1,4,514,new_customers,Not Loyal
2279,M10616,64,1,97.77,5,1,3,513,new_customers,Not Loyal
2280,M10617,64,1,51.83,5,1,2,512,new_customers,Not Loyal
2281,M10618,64,1,53.16,5,1,2,512,new_customers,Not Loyal
2282,M10619,64,1,13.3,5,1,1,511,new_customers,Not Loyal
2283,M10620,64,2,103.04,5,2,4,524,potential_loyalists,Loyal
2284,M10621,64,1,39.2,5,1,2,512,new_customers,Not Loyal
2285,M10622,64,2,141.05,5,2,4,524,potential_loyalists,Loyal
2286,M10623,64,1,55.73,5,1,2,512,new_customers,Not Loyal
2287,M10624,65,1,22.64,5,1,1,511,new_customers,Not Loyal
2288,M10625,65,1,65.39,5,1,3,513,new_customers,Not Loyal
2289,M10626,65,1,52.32,5,1,2,512,new_customers,Not Loyal
2290,M10627,65,1,46.79,5,1,2,512,new_customers,Not Loyal
2291,M10628,65,2,91.14,5,2,3,523,potential_loyalists,Loyal
2292,M10629,65,1,46.55,5,1,2,512,new_customers,Not Loyal
2293,M10630,65,2,129.08,5,2,4,524,potential_loyalists,Loyal
2294,M10631,65,1,43.67,5,1,2,512,new_customers,Not Loyal
2295,M10632,65,1,106.3,5,1,4,514,new_customers,Not Loyal
2296,M10633,65,1,94.56,5,1,3,513,new_customers,Not Loyal
2297,M10634,65,1,37.85,5,1,2,512,new_customers,Not Loyal
2298,M10635,65,1,38.29,5,1,2,512,new_customers,Not Loyal
2299,M10636,65,1,70.98,5,1,3,513,new_customers,Not Loyal
2300,M10637,66,1,105.5,5,1,4,514,new_customers,Not Loyal
2301,M10638,66,1,68.11,5,1,3,513,new_customers,Not Loyal
2302,M10639,66,3,253.4,5,3,5,535,potential_loyalists,Loyal
2303,M10640,66,1,50.09,5,1,2,512,new_customers,Not Loyal
2304,M10641,66,1,21.71,5,1,1,511,new_customers,Not Loyal
2305,M10642,66,1,41.93,5,1,2,512,new_customers,Not Loyal
2306,M10643,66,1,96.2,5,1,3,513,new_customers,Not Loyal
2307,M10644,66,1,33.43,5,1,2,512,new_customers,Not Loyal
2308,M10645,66,1,41.09,5,1,2,512,new_customers,Not Loyal
2309,M10646,66,1,40.24,5,1,2,512,new_customers,Not Loyal
2310,M10647,66,1,50.3,5,1,2,512,new_customers,Not Loyal
2311,M10648,66,1,93.25,5,1,3,513,new_customers,Not Loyal
2312,M10649,66,1,82.68,5,1,3,513,new_customers,Not Loyal
2313,M10650,66,1,169.3,5,1,5,515,new_customers,Not Loyal
2314,M10651,66,2,115.04,5,2,4,524,potential_loyalists,Loyal
2315,M10652,66,1,42.46,5,1,2,512,new_customers,Not Loyal
2316,M10653,66,1,46.69,5,1,2,512,new_customers,Not Loyal
2317,M10654,66,1,19.18,5,1,1,511,new_customers,Not Loyal
2318,M10655,67,1,79.82,5,1,3,513,new_customers,Not Loyal
2319,M10656,67,2,99.92,5,2,3,523,potential_loyalists,Loyal
2320,M10657,67,1,42.01,5,1,2,512,new_customers,Not Loyal
2321,M10658,67,2,278.11,5,2,5,525,potential_loyalists,Loyal
2322,M10659,67,1,72.37,5,1,3,513,new_customers,Not Loyal
2323,M10660,67,1,29.68,5,1,1,511,new_customers,Not Loyal
2324,M10661,67,1,12.38,5,1,1,511,new_customers,Not Loyal
2325,M10662,67,1,58.78,5,1,2,512,new_customers,Not Loyal
2326,M10663,67,1,27.33,5,1,1,511,new_customers,Not Loyal
2327,M10664,67,1,53.58,5,1,2,512,new_customers,Not Loyal
2328,M10665,68,1,51.61,5,1,2,512,new_customers,Not Loyal
2329,M10666,68,1,68.62,5,1,3,513,new_customers,Not Loyal
2330,M10667,68,1,48.75,5,1,2,512,new_customers,Not Loyal
2331,M10668,68,2,218.73,5,2,5,525,potential_loyalists,Loyal
2332,M10669,68,1,37.72,5,1,2,512,new_customers,Not Loyal
2333,M10670,68,2,90.32,5,2,3,523,potential_loyalists,Loyal
2334,M10671,68,1,16.11,5,1,1,511,new_customers,Not Loyal
2335,M10672,68,1,108.76,5,1,4,514,new_customers,Not Loyal
2336,M10673,68,1,66.08,5,1,3,513,new_customers,Not Loyal
2337,M10674,68,1,45.95,5,1,2,512,new_customers,Not Loyal
2338,M10675,68,1,27.16,5,1,1,511,new_customers,Not Loyal
2339,M10676,68,1,67.71,5,1,3,513,new_customers,Not Loyal
2340,M10677,68,1,39.2,5,1,2,512,new_customers,Not Loyal
2341,M10678,68,1,81.61,5,1,3,513,new_customers,Not Loyal
2342,M10679,68,1,39.07,5,1,2,512,new_customers,Not Loyal
2343,M10680,69,1,34.31,5,1,2,512,new_customers,Not Loyal
2344,M10681,69,1,25.33,5,1,1,511,new_customers,Not Loyal
2345,M10682,69,1,20.27,5,1,1,511,new_customers,Not Loyal
2346,M10683,69,1,90.98,5,1,3,513,new_customers,Not Loyal
2347,M10684,69,1,144.47,5,1,4,514,new_customers,Not Loyal
2348,M10685,69,1,91.4,5,1,3,513,new_customers,Not Loyal
2349,M10686,69,2,109.09,5,2,4,524,potential_loyalists,Loyal
2350,M10687,69,1,41.86,5,1,2,512,new_customers,Not Loyal
2351,M10688,69,1,50.43,5,1,2,512,new_customers,Not Loyal
2352,M10689,69,1,72.24,5,1,3,513,new_customers,Not Loyal
2353,M10690,69,3,245.1,5,3,5,535,potential_loyalists,Loyal
2354,M10691,69,1,63.65,5,1,3,513,new_customers,Not Loyal
2355,M10692,70,1,40.74,5,1,2,512,new_customers,Not Loyal
2356,M10693,70,1,108.8,5,1,4,514,new_customers,Not Loyal
2357,M10694,70,1,80.65,5,1,3,513,new_customers,Not Loyal
2358,M10695,70,2,112,5,2,4,524,potential_loyalists,Loyal
2359,M10696,70,1,37.99,5,1,2,512,new_customers,Not Loyal
2360,M10697,70,1,87.72,5,1,3,513,new_customers,Not Loyal
2361,M10698,70,1,22.54,5,1,1,511,new_customers,Not Loyal
2362,M10699,70,1,40.42,5,1,2,512,new_customers,Not Loyal
2363,M10700,70,1,96.26,5,1,3,513,new_customers,Not Loyal
2364,M10701,70,1,32.64,5,1,2,512,new_customers,Not Loyal
2365,M10702,71,1,32.45,5,1,2,512,new_customers,Not Loyal
2366,M10703,71,1,41.5,5,1,2,512,new_customers,Not Loyal
2367,M10704,71,1,111.55,5,1,4,514,new_customers,Not Loyal
2368,M10705,71,1,40.18,5,1,2,512,new_customers,Not Loyal
2369,M10706,71,1,68.12,5,1,3,513,new_customers,Not Loyal
2370,M10707,71,1,37.81,5,1,2,512,new_customers,Not Loyal
2371,M10708,71,1,38.27,5,1,2,512,new_customers,Not Loyal
2372,M10709,71,1,26.85,5,1,1,511,new_customers,Not Loyal
2373,M10710,71,1,42.39,5,1,2,512,new_customers,Not Loyal
2374,M10711,72,1,45.3,5,1,2,512,new_customers,Not Loyal
2375,M10712,72,1,30.01,5,1,2,512,new_customers,Not Loyal
2376,M10713,72,1,38.74,5,1,2,512,new_customers,Not Loyal
2377,M10714,72,1,73.79,5,1,3,513,new_customers,Not Loyal
2378,M10715,72,1,51.02,5,1,2,512,new_customers,Not Loyal
2379,M10716,72,1,31.86,5,1,2,512,new_customers,Not Loyal
2380,M10717,72,1,41.45,5,1,2,512,new_customers,Not Loyal
2381,M10718,72,2,77.61,5,2,3,523,potential_loyalists,Loyal
2382,M10719,72,1,73.3,5,1,3,513,new_customers,Not Loyal
2383,M10720,72,1,69.24,5,1,3,513,new_customers,Not Loyal
2384,M10721,73,1,42.44,5,1,2,512,new_customers,Not Loyal
2385,M10722,73,2,86.23,5,2,3,523,potential_loyalists,Loyal
2386,M10723,73,1,152.09,5,1,5,515,new_customers,Not Loyal
2387,M10724,73,1,89.43,5,1,3,513,new_customers,Not Loyal
2388,M10725,73,1,66.9,5,1,3,513,new_customers,Not Loyal
2389,M10726,73,1,51.52,5,1,2,512,new_customers,Not Loyal
2390,M10727,73,1,79.15,5,1,3,513,new_customers,Not Loyal
2391,M10728,73,1,91.66,5,1,3,513,new_customers,Not Loyal
2392,M10729,73,1,54.78,5,1,2,512,new_customers,Not Loyal
2393,M10730,73,1,47.87,5,1,2,512,new_customers,Not Loyal
2394,M10731,73,1,12.89,5,1,1,511,new_customers,Not Loyal
2395,M10732,73,1,45.88,5,1,2,512,new_customers,Not Loyal
2396,M10733,73,2,92.63,5,2,3,523,potential_loyalists,Loyal
2397,M10734,73,1,53.5,5,1,2,512,new_customers,Not Loyal
2398,M10735,73,1,22.89,5,1,1,511,new_customers,Not Loyal
2399,M10736,73,1,31.87,5,1,2,512,new_customers,Not Loyal
2400,M10737,74,1,61.91,5,1,3,513,new_customers,Not Loyal
2401,M10738,74,2,42.6,5,2,2,522,potential_loyalists,Loyal
2402,M10739,74,1,45.94,5,1,2,512,new_customers,Not Loyal
2403,M10740,74,1,84.71,5,1,3,513,new_customers,Not Loyal
2404,M10741,74,2,105.78,5,2,4,524,potential_loyalists,Loyal
2405,M10742,74,1,45.89,5,1,2,512,new_customers,Not Loyal
2406,M10743,74,1,152.76,5,1,5,515,new_customers,Not Loyal
2407,M10744,74,1,67.99,5,1,3,513,new_customers,Not Loyal
2408,M10745,75,1,275.68,5,1,5,515,new_customers,Not Loyal
2409,M10746,75,1,198,5,1,5,515,new_customers,Not Loyal
2410,M10747,75,2,121.15,5,2,4,524,potential_loyalists,Loyal
2411,M10748,75,1,15.52,5,1,1,511,new_customers,Not Loyal
2412,M10749,75,1,80.96,5,1,3,513,new_customers,Not Loyal
2413,M10750,75,1,38.86,5,1,2,512,new_customers,Not Loyal
2414,M10751,75,1,43.16,5,1,2,512,new_customers,Not Loyal
2415,M10752,76,1,40.02,5,1,2,512,new_customers,Not Loyal
2416,M10753,76,1,21.88,5,1,1,511,new_customers,Not Loyal
2417,M10754,76,1,59.87,5,1,2,512,new_customers,Not Loyal
2418,M10755,76,1,76.88,5,1,3,513,new_customers,Not Loyal
2419,M10756,76,2,134.99,5,2,4,524,potential_loyalists,Loyal
2420,M10757,76,1,91.84,5,1,3,513,new_customers,Not Loyal
2421,M10758,76,1,61.45,5,1,3,513,new_customers,Not Loyal
2422,M10759,76,2,83.48,5,2,3,523,potential_loyalists,Loyal
2423,M10760,76,1,81.77,5,1,3,513,new_customers,Not Loyal
2424,M10761,76,1,92.61,5,1,3,513,new_customers,Not Loyal
2425,M10762,76,1,46.37,5,1,2,512,new_customers,Not Loyal
2426,M10763,76,1,102.71,5,1,4,514,new_customers,Not Loyal
2427,M10764,77,2,176.42,5,2,5,525,potential_loyalists,Loyal
2428,M10765,77,1,127.95,5,1,4,514,new_customers,Not Loyal
2429,M10766,77,1,40.46,5,1,2,512,new_customers,Not Loyal
2430,M10767,77,1,50.21,5,1,2,512,new_customers,Not Loyal
2431,M10768,77,1,47.61,5,1,2,512,new_customers,Not Loyal
2432,M10769,77,1,52.35,5,1,2,512,new_customers,Not Loyal
2433,M10770,77,1,101.36,5,1,4,514,new_customers,Not Loyal
2434,M10771,77,1,62.98,5,1,3,513,new_customers,Not Loyal
2435,M10772,77,1,44.99,5,1,2,512,new_customers,Not Loyal
2436,M10773,77,1,25.88,5,1,1,511,new_customers,Not Loyal
2437,M10774,78,1,44.99,5,1,2,512,new_customers,Not Loyal
2438,M10775,78,1,42.99,5,1,2,512,new_customers,Not Loyal
2439,M10776,78,1,45.97,5,1,2,512,new_customers,Not Loyal
2440,M10777,79,1,42.99,5,1,2,512,new_customers,Not Loyal
2441,M10778,79,1,42.99,5,1,2,512,new_customers,Not Loyal
2442,M10779,80,1,42.99,5,1,2,512,new_customers,Not Loyal
2443,M10780,80,2,176.66,5,2,5,525,potential_loyalists,Loyal
2444,M10781,80,1,29.8,5,1,1,511,new_customers,Not Loyal
2445,M10782,80,1,42.99,5,1,2,512,new_customers,Not Loyal
2446,M10783,80,1,43.08,5,1,2,512,new_customers,Not Loyal
2447,M10784,81,1,22.88,5,1,1,511,new_customers,Not Loyal
2448,M10785,81,1,55.82,5,1,2,512,new_customers,Not Loyal
2449,M10786,81,1,53.96,5,1,2,512,new_customers,Not Loyal
2450,M10787,81,1,42.99,5,1,2,512,new_customers,Not Loyal
2451,M10788,81,1,69.34,5,1,3,513,new_customers,Not Loyal
2452,M10789,81,1,52.97,5,1,2,512,new_customers,Not Loyal
